2363
112	128	3	100	3000	0.001752
112	128	3	100	20000	0.001811
0	128	3	100	9000	0.001827
46	128	3	100	1000	0.001853
48	128	3	100	2000	0.001874
46	128	3	100	3000	0.001888
0	128	3	100	11000	0.001917
16	128	3	100	31000	0.001955
16	128	3	100	31000	0.002001
112	128	3	100	6000	0.002016
112	128	3	100	3000	0.002037
32	128	3	100	2000	0.002067
0	128	3	100	2000	0.002098
32	128	3	100	27000	0.002118
62	128	3	100	1000	0.002126
48	128	3	100	20000	0.002151
112	128	3	100	18000	0.002174
112	128	3	100	4000	0.002175
62	128	3	100	9000	0.002175
64	128	3	100	30000	0.00225
0	128	3	100	2000	0.002259
16	128	3	100	24000	0.002284
30	128	3	100	15000	0.00231
46	128	3	100	9000	0.002333
48	128	3	100	9000	0.002357
30	128	3	100	14000	0.002382
48	128	3	100	20000	0.00239
62	128	3	100	10000	0.002407
62	128	3	100	11000	0.002421
0	128	3	100	20000	0.002474
48	128	3	100	21000	0.002511
64	128	3	100	13000	0.002518
112	128	3	100	1000	0.00253
30	128	3	100	2000	0.002564
0	128	3	100	2000	0.002618
30	128	3	100	7000	0.002654
46	128	3	100	3000	0.002689
32	128	3	100	2000	0.002704
64	128	3	100	4000	0.002723
62	128	3	100	4000	0.002725
30	128	3	100	4000	0.002767
62	128	3	100	6000	0.002786
48	128	3	100	10000	0.002798
30	128	3	100	5000	0.002836
0	128	3	100	27000	0.002853
112	128	3	100	8000	0.002906
30	128	3	100	18000	0.002957
0	128	3	100	3000	0.00301
0	128	3	100	7000	0.003025
32	128	3	100	12000	0.003056
64	128	3	100	8000	0.003095
46	128	3	100	1000	0.003104
16	128	3	100	145000	0.003191
62	128	3	100	10000	0.003225
0	128	3	100	1000	0.003248
0	128	3	100	3000	0.003255
16	128	3	100	224000	0.003322
32	128	3	100	10000	0.003359
32	128	3	100	4000	0.003392
16	128	3	100	4000	0.003436
16	128	3	100	375000	0.003487
32	128	3	100	7000	0.003497
62	128	3	100	11000	0.003513
62	128	3	100	24000	0.003527
32	128	3	100	1000	0.003564
30	128	3	100	8000	0.003565
16	128	3	100	73000	0.00357
30	128	3	100	31000	0.003632
46	128	3	100	9000	0.003687
16	128	3	100	12000	0.003689
30	128	3	100	23000	0.003738
16	128	3	100	281000	0.003744
46	128	3	100	6000	0.003752
64	128	3	100	2000	0.003755
32	128	3	100	36000	0.003778
32	128	3	100	3000	0.00383
0	128	3	100	6000	0.003835
14	128	3	100	25000	0.003843
16	128	3	100	3000	0.003856
62	128	3	100	9000	0.003863
112	128	3	100	18000	0.003878
16	128	3	100	5000	0.003897
46	128	3	100	8000	0.003935
62	128	3	100	267000	0.00398
0	128	3	100	13000	0.003989
30	128	3	100	11000	0.004016
46	128	3	100	4000	0.004023
46	128	3	100	5000	0.004026
16	128	3	100	25000	0.004028
46	128	3	100	13000	0.004071
64	128	3	100	5000	0.004073
16	128	3	100	4000	0.004078
30	128	3	100	21000	0.004084
46	128	3	100	7000	0.004104
32	128	3	100	5000	0.004107
0	128	3	100	3000	0.004114
64	128	3	100	2000	0.00412
14	128	3	100	3000	0.004125
112	128	3	100	8000	0.004127
112	128	3	100	8000	0.00413
16	128	3	100	4000	0.004133
32	128	3	100	9000	0.004149
64	128	3	100	6000	0.00418
112	128	3	100	1000	0.004195
62	128	3	100	148000	0.004212
112	128	3	100	24000	0.004237
62	128	3	100	3000	0.004274
14	128	3	100	20000	0.004292
46	128	3	100	27000	0.004299
0	128	3	100	2000	0.004307
64	128	3	100	10000	0.004311
32	128	3	100	19000	0.004317
14	128	3	100	12000	0.004327
46	128	3	100	2000	0.00433
14	128	3	100	1000	0.004331
62	128	3	100	8000	0.004348
62	128	3	100	10000	0.004366
64	128	3	100	4000	0.004371
46	128	3	100	2000	0.004374
62	128	3	100	4000	0.004376
112	128	3	100	5000	0.004381
62	128	3	100	7000	0.004393
64	128	3	100	1000	0.004398
14	128	3	100	5000	0.004425
46	128	3	100	7000	0.00443
14	128	3	100	20000	0.004449
64	128	3	100	5000	0.00445
112	128	3	100	3000	0.004464
0	128	3	100	1000	0.004467
62	128	3	100	3000	0.004475
30	128	3	100	39000	0.004496
62	128	3	100	2000	0.004503
64	128	3	100	8000	0.004511
112	128	3	100	6000	0.004514
16	128	3	100	2000	0.004517
48	128	3	100	3000	0.00453
32	128	3	100	2000	0.004569
0	128	3	100	6000	0.004589
64	128	3	100	6000	0.004594
16	128	3	100	10000	0.004606
16	128	3	100	6000	0.004618
46	128	3	100	3000	0.004659
32	128	3	100	2000	0.004661
0	128	3	100	7000	0.004699
64	128	3	100	5000	0.00471
16	128	3	100	1000	0.004715
32	128	3	100	1000	0.004732
48	128	3	100	3000	0.004761
32	128	3	100	6000	0.00477
16	128	3	100	6000	0.004798
48	128	3	100	2000	0.004806
0	128	3	100	4000	0.004831
0	128	3	100	2000	0.004846
46	128	3	100	17000	0.004862
30	128	3	100	2000	0.004868
30	128	3	100	8000	0.004915
14	128	3	100	8000	0.004924
48	128	3	100	8000	0.004974
30	128	3	100	5000	0.005001
30	128	3	100	2000	0.005007
64	128	3	100	28000	0.005033
14	128	3	100	27000	0.005049
32	128	3	100	8000	0.005053
16	128	3	100	7000	0.005085
0	128	3	100	5000	0.005112
14	128	3	100	23000	0.005116
30	128	3	100	12000	0.005155
30	128	3	100	46000	0.005157
112	128	3	100	9000	0.005178
112	128	3	100	58000	0.005182
14	128	3	100	4000	0.005212
62	128	3	100	330000	0.005222
32	128	3	100	2000	0.005228
0	128	3	100	5000	0.005232
32	128	3	100	7000	0.005237
0	128	3	100	25000	0.005243
0	128	3	100	10000	0.005245
62	128	3	100	223000	0.005256
62	128	3	100	8000	0.005273
14	128	3	100	6000	0.005287
16	128	3	100	20000	0.005342
30	128	3	100	49000	0.005343
64	128	3	100	3000	0.00535
30	128	3	100	2000	0.005351
64	128	3	100	9000	0.005363
46	128	3	100	8000	0.005367
62	128	3	100	5000	0.005379
30	128	3	100	50000	0.0054
14	128	3	100	10000	0.005407
112	128	3	100	13000	0.005442
48	128	3	100	3000	0.005445
46	128	3	100	4000	0.005454
64	128	3	100	12000	0.005472
32	128	3	100	6000	0.005476
64	128	3	100	7000	0.005484
64	128	3	100	8000	0.005495
62	128	3	100	11000	0.005567
32	128	3	100	7000	0.005567
30	128	3	100	10000	0.005569
0	128	3	100	4000	0.005574
48	128	3	100	2000	0.005588
30	128	3	100	3000	0.005597
48	128	3	100	12000	0.005598
48	128	3	100	6000	0.005602
16	128	3	100	3000	0.005603
64	128	3	100	14000	0.005613
30	128	3	100	2000	0.005617
30	128	3	100	8000	0.005622
48	128	3	100	4000	0.005637
46	128	3	100	21000	0.005664
46	128	3	100	2000	0.00567
64	128	3	100	2000	0.00568
64	128	3	100	5000	0.005686
48	128	3	100	4000	0.005687
64	128	3	100	9000	0.005692
62	128	3	100	4000	0.005714
46	128	3	100	4000	0.005753
14	128	3	100	31000	0.005757
16	128	3	100	288000	0.005763
30	128	3	100	1000	0.005765
32	128	3	100	7000	0.005773
62	128	3	100	5000	0.005777
112	128	3	100	1000	0.005782
14	128	3	100	14000	0.005804
0	128	3	100	9000	0.005823
16	128	3	100	9000	0.005836
30	128	3	100	8000	0.005851
32	128	3	100	6000	0.005856
32	128	3	100	4000	0.005893
16	128	3	100	18000	0.005922
32	128	3	100	23000	0.00593
0	128	3	100	6000	0.005947
64	128	3	100	17000	0.005948
46	128	3	100	6000	0.005949
46	128	3	100	6000	0.00595
14	128	3	100	9000	0.005961
48	128	3	100	2000	0.005992
48	128	3	100	3000	0.005994
64	128	3	100	7000	0.006003
112	128	3	100	5000	0.006053
0	128	3	100	6000	0.006067
48	128	3	100	11000	0.006114
30	128	3	100	8000	0.006162
48	128	3	100	13000	0.006189
16	128	3	100	18000	0.006216
14	128	3	100	1000	0.006242
48	128	3	100	17000	0.006268
62	128	3	100	8000	0.006285
62	128	3	100	27000	0.006317
32	128	3	100	7000	0.006348
16	128	3	100	2000	0.006364
48	128	3	100	6000	0.006366
16	128	3	100	1000	0.006412
64	128	3	100	11000	0.006422
64	128	3	100	30000	0.006425
14	128	3	100	3000	0.006481
62	128	3	100	24000	0.006499
30	128	3	100	37000	0.006533
48	128	3	100	9000	0.006549
30	128	3	100	6000	0.006551
46	128	3	100	3000	0.006568
32	128	3	100	10000	0.006568
0	128	3	100	9000	0.006597
30	128	3	100	12000	0.006644
32	128	3	100	47000	0.006654
48	128	3	100	21000	0.006658
112	128	3	100	7000	0.006674
112	128	3	100	9000	0.006679
62	128	3	100	4000	0.006689
14	128	3	100	8000	0.006718
62	128	3	100	4000	0.006719
48	128	3	100	13000	0.006722
30	128	3	100	293000	0.006727
62	128	3	100	5000	0.006752
16	128	3	100	24000	0.00679
32	128	3	100	18000	0.006811
14	128	3	100	5000	0.006816
0	128	3	100	1000	0.006827
32	128	3	100	21000	0.00683
16	128	3	100	2000	0.006851
0	128	3	100	2000	0.006853
46	128	3	100	3000	0.006878
0	128	3	100	6000	0.006911
46	128	3	100	20000	0.006933
112	128	3	100	331000	0.006963
16	128	3	100	3000	0.007015
64	128	3	100	8000	0.007048
46	128	3	100	40000	0.007079
112	128	3	100	3000	0.007093
16	128	3	100	10000	0.007134
0	128	3	100	11000	0.007143
16	128	3	100	7000	0.007159
16	128	3	100	5000	0.007172
62	128	3	100	4000	0.007178
62	128	3	100	19000	0.007179
14	128	3	100	2000	0.00718
46	128	3	100	1000	0.007182
16	128	3	100	21000	0.007186
62	128	3	100	6000	0.007199
0	128	3	100	18000	0.007247
112	128	3	100	8000	0.007274
14	128	3	100	37000	0.007275
48	128	3	100	13000	0.007355
64	128	3	100	33000	0.007365
46	128	3	100	6000	0.007373
32	128	3	100	12000	0.007377
64	128	3	100	21000	0.007391
30	128	3	100	4000	0.007401
64	128	3	100	2000	0.007414
32	128	3	100	49000	0.007425
46	128	3	100	7000	0.007442
14	128	3	100	12000	0.007444
62	128	3	100	13000	0.007471
48	128	3	100	2000	0.007481
30	128	3	100	346000	0.007487
112	128	3	100	14000	0.007497
48	128	3	100	15000	0.007516
46	128	3	100	3000	0.007516
30	128	3	100	6000	0.007522
46	128	3	100	24000	0.00755
0	128	3	100	5000	0.007552
62	128	3	100	1000	0.007569
62	128	3	100	8000	0.007575
48	128	3	100	3000	0.007575
0	128	3	100	18000	0.007601
48	128	3	100	5000	0.007621
32	128	3	100	3000	0.007623
48	128	3	100	8000	0.007653
0	128	3	100	3000	0.007662
16	128	3	100	10000	0.007678
32	128	3	100	5000	0.007682
30	128	3	100	8000	0.007712
62	128	3	100	5000	0.007717
0	128	3	100	40000	0.007719
32	128	3	100	169000	0.007742
112	128	3	100	17000	0.007764
48	128	3	100	3000	0.007765
16	128	3	100	15000	0.007777
48	128	3	100	20000	0.007803
32	128	3	100	4000	0.007807
46	128	3	100	4000	0.007812
62	128	3	100	3000	0.007824
32	128	3	100	4000	0.007826
48	128	3	100	13000	0.007862
14	128	3	100	13000	0.007867
48	128	3	100	1000	0.007869
30	128	3	100	11000	0.007891
14	128	3	100	1000	0.007894
30	128	3	100	4000	0.007915
14	128	3	100	13000	0.007917
32	128	3	100	67000	0.007944
62	128	3	100	19000	0.00796
46	128	3	100	4000	0.007963
30	128	3	100	2000	0.007969
16	128	3	100	23000	0.008002
16	128	3	100	7000	0.00801
112	128	3	100	2000	0.008024
48	128	3	100	4000	0.008026
30	128	3	100	2000	0.008036
30	128	3	100	16000	0.008048
112	128	3	100	5000	0.008055
46	128	3	100	10000	0.008064
30	128	3	100	6000	0.008072
112	128	3	100	3000	0.008085
0	128	3	100	2000	0.008089
32	128	3	100	197000	0.008108
32	128	3	100	2000	0.008109
64	128	3	100	10000	0.008134
0	128	3	100	2000	0.008138
16	128	3	100	4000	0.008143
0	128	3	100	21000	0.0082
32	128	3	100	9000	0.008203
16	128	3	100	7000	0.008206
0	128	3	100	10000	0.008206
14	128	3	100	9000	0.008207
112	128	3	100	7000	0.008222
64	128	3	100	15000	0.008231
62	128	3	100	4000	0.008248
30	128	3	100	5000	0.008251
112	128	3	100	19000	0.008297
14	128	3	100	15000	0.008315
46	128	3	100	2000	0.008316
16	128	3	100	8000	0.008336
112	128	3	100	6000	0.008351
112	128	3	100	9000	0.008384
46	128	3	100	10000	0.008391
46	128	3	100	6000	0.008426
46	128	3	100	13000	0.008434
14	128	3	100	6000	0.00848
32	128	3	100	2000	0.008506
0	128	3	100	11000	0.008535
14	128	3	100	4000	0.008542
32	128	3	100	14000	0.008583
30	128	3	100	2000	0.008597
30	128	3	100	17000	0.008613
48	128	3	100	41000	0.00865
64	128	3	100	28000	0.008653
16	128	3	100	7000	0.008686
32	128	3	100	22000	0.00869
62	128	3	100	10000	0.008695
112	128	3	100	3000	0.008696
46	128	3	100	7000	0.008704
14	128	3	100	2000	0.008747
32	128	3	100	2000	0.008769
30	128	3	100	13000	0.008804
30	128	3	100	5000	0.008843
62	128	3	100	25000	0.008872
14	128	3	100	15000	0.008888
46	128	3	100	7000	0.008917
14	128	3	100	12000	0.008945
46	128	3	100	6000	0.008985
62	128	3	100	19000	0.009004
64	128	3	100	11000	0.009011
64	128	3	100	3000	0.009025
64	128	3	100	4000	0.0091
30	128	3	100	2000	0.009109
62	128	3	100	8000	0.009133
62	128	3	100	11000	0.009163
16	128	3	100	1000	0.009188
32	128	3	100	518000	0.009189
112	128	3	100	14000	0.009213
14	128	3	100	13000	0.009249
16	128	3	100	5000	0.009256
32	128	3	100	6000	0.009262
30	128	3	100	8000	0.009281
14	128	3	100	17000	0.009316
64	128	3	100	4000	0.009337
64	128	3	100	32000	0.009353
112	128	3	100	1000	0.009354
62	128	3	100	6000	0.009386
64	128	3	100	5000	0.009413
64	128	3	100	8000	0.009416
16	128	3	100	11000	0.009427
46	128	3	100	5000	0.009431
32	128	3	100	10000	0.009459
14	128	3	100	3000	0.009461
0	128	3	100	20000	0.009492
112	128	3	100	2000	0.009493
32	128	3	100	442000	0.009505
0	128	3	100	4000	0.009515
32	128	3	100	1000	0.009516
0	128	3	100	2000	0.009516
112	128	3	100	3000	0.009571
112	128	3	100	5000	0.009602
46	128	3	100	25000	0.009612
112	128	3	100	4000	0.009626
14	128	3	100	11000	0.009637
32	128	3	100	2000	0.00966
46	128	3	100	2000	0.009661
112	128	3	100	5000	0.009709
46	128	3	100	4000	0.009724
0	128	3	100	12000	0.009734
64	128	3	100	4000	0.009773
30	128	3	100	4000	0.009779
112	128	3	100	12000	0.009786
112	128	3	100	4000	0.009788
32	128	3	100	8000	0.009803
46	128	3	100	5000	0.009862
14	128	3	100	16000	0.009863
48	128	3	100	5000	0.009881
14	128	3	100	5000	0.009888
46	128	3	100	4000	0.009899
46	128	3	100	20000	0.009901
64	128	3	100	12000	0.009903
48	128	3	100	276000	0.009908
32	128	3	100	3000	0.009966
32	128	3	100	11000	0.009976
112	128	3	100	9000	0.009983
14	128	3	100	3000	0.010019
46	128	3	100	5000	0.010022
112	128	3	100	16000	0.010044
16	128	3	100	12000	0.01005
14	128	3	100	7000	0.010056
16	128	3	100	4000	0.010063
16	128	3	100	8000	0.010081
30	128	3	100	13000	0.010089
48	128	3	100	7000	0.010096
0	128	3	100	5000	0.010103
30	128	3	100	3000	0.010117
32	128	3	100	17000	0.010143
48	128	3	100	285000	0.010145
64	128	3	100	4000	0.010161
16	128	3	100	12000	0.010197
0	128	3	100	3000	0.010203
32	128	3	100	13000	0.01021
14	128	3	100	19000	0.010247
30	128	3	100	5000	0.010262
0	128	3	100	10000	0.010304
32	128	3	100	17000	0.010327
48	128	3	100	31000	0.01034
14	128	3	100	7000	0.010376
112	128	3	100	10000	0.010392
30	128	3	100	5000	0.010399
64	128	3	100	14000	0.01045
48	128	3	100	102000	0.010458
46	128	3	100	8000	0.010489
0	128	3	100	31000	0.010533
0	128	3	100	20000	0.010575
16	128	3	100	15000	0.010577
48	128	3	100	115000	0.010617
112	128	3	100	6000	0.010628
112	128	3	100	2000	0.010634
32	128	3	100	3000	0.010641
30	128	3	100	1000	0.010651
14	128	3	100	3000	0.010656
30	128	3	100	5000	0.010668
0	128	3	100	24000	0.010673
0	128	3	100	4000	0.01069
32	128	3	100	4000	0.010699
14	128	3	100	1000	0.010699
48	128	3	100	9000	0.010702
16	128	3	100	8000	0.010705
48	128	3	100	12000	0.010712
46	128	3	100	10000	0.010723
32	128	3	100	21000	0.010759
112	128	3	100	5000	0.010761
16	128	3	100	4000	0.010776
16	128	3	100	6000	0.010776
64	128	3	100	7000	0.010788
16	128	3	100	2000	0.010795
112	128	3	100	12000	0.010822
112	128	3	100	2000	0.010833
48	128	3	100	10000	0.010874
0	128	3	100	2000	0.010876
16	128	3	100	11000	0.010903
46	128	3	100	18000	0.010909
48	128	3	100	179000	0.010929
16	128	3	100	5000	0.01095
30	128	3	100	15000	0.010958
30	128	3	100	12000	0.010966
112	128	3	100	4000	0.010986
48	128	3	100	5000	0.01099
48	128	3	100	212000	0.011024
14	128	3	100	9000	0.011024
16	128	3	100	1000	0.011029
14	128	3	100	9000	0.011046
16	128	3	100	8000	0.011058
0	128	3	100	5000	0.011082
0	128	3	100	25000	0.011114
46	128	3	100	14000	0.011127
0	128	3	100	2000	0.011129
64	128	3	100	11000	0.011135
30	128	3	100	4000	0.011153
14	128	3	100	7000	0.011153
16	128	3	100	4000	0.011156
112	128	3	100	3000	0.011161
64	128	3	100	4000	0.011195
64	128	3	100	2000	0.011196
112	128	3	100	2000	0.011201
16	128	3	100	8000	0.011241
0	128	3	100	53000	0.01127
0	128	3	100	4000	0.011277
48	128	3	100	31000	0.011288
32	128	3	100	7000	0.011293
16	128	3	100	17000	0.011307
32	128	3	100	3000	0.011314
14	128	3	100	9000	0.011334
112	128	3	100	16000	0.011384
32	128	3	100	23000	0.011478
48	128	3	100	5000	0.011492
14	128	3	100	109000	0.011522
30	128	3	100	11000	0.011537
0	128	3	100	19000	0.01154
46	128	3	100	5000	0.011549
30	128	3	100	7000	0.01163
48	128	3	100	16000	0.011638
30	128	3	100	4000	0.011664
30	128	3	100	2000	0.01171
30	128	3	100	8000	0.011767
14	128	3	100	17000	0.011779
30	128	3	100	17000	0.011865
46	128	3	100	19000	0.011891
14	128	3	100	146000	0.011892
64	128	3	100	4000	0.011906
14	128	3	100	86000	0.011996
30	128	3	100	15000	0.01201
30	128	3	100	27000	0.012037
14	128	3	100	65000	0.012065
0	128	3	100	11000	0.012087
30	128	3	100	21000	0.012091
0	128	3	100	77000	0.012107
64	128	3	100	9000	0.012117
30	128	3	100	19000	0.012129
46	128	3	100	14000	0.012132
112	128	3	100	9000	0.012135
16	128	3	100	6000	0.012198
32	128	3	100	5000	0.01222
30	128	3	100	5000	0.012237
48	128	3	100	5000	0.012245
14	128	3	100	60000	0.012249
112	128	3	100	10000	0.012251
16	128	3	100	3000	0.012266
46	128	3	100	20000	0.01227
64	128	3	100	3000	0.012278
16	128	3	100	2000	0.012308
30	128	3	100	11000	0.012314
0	128	3	100	6000	0.012328
32	128	3	100	4000	0.012364
30	128	3	100	3000	0.012386
48	128	3	100	16000	0.012391
16	128	3	100	23000	0.012429
32	128	3	100	7000	0.012475
32	128	3	100	8000	0.012501
64	128	3	100	7000	0.012519
46	128	3	100	24000	0.012534
32	128	3	100	2000	0.012546
32	128	3	100	12000	0.012623
16	128	3	100	2000	0.01263
16	128	3	100	14000	0.012641
0	128	3	100	131000	0.01266
64	128	3	100	12000	0.012692
46	128	3	100	4000	0.012696
16	128	3	100	10000	0.012701
46	128	3	100	5000	0.012702
46	128	3	100	8000	0.012725
112	128	3	100	14000	0.012765
32	128	3	100	10000	0.012767
0	128	3	100	16000	0.012807
32	128	3	100	8000	0.012825
64	128	3	100	7000	0.012851
16	128	3	100	4000	0.012858
48	128	3	100	3000	0.012876
112	128	3	100	10000	0.012891
30	128	3	100	1000	0.012925
16	128	3	100	6000	0.012937
48	128	3	100	5000	0.012939
46	128	3	100	2000	0.012944
48	128	3	100	15000	0.012969
48	128	3	100	16000	0.012978
0	128	3	100	192000	0.013048
32	128	3	100	2000	0.013051
0	128	3	100	6000	0.01307
46	128	3	100	2000	0.013106
14	128	3	100	115000	0.013106
14	128	3	100	47000	0.013117
30	128	3	100	4000	0.013127
16	128	3	100	4000	0.013135
48	128	3	100	10000	0.01315
14	128	3	100	14000	0.013164
30	128	3	100	1000	0.01317
64	128	3	100	2000	0.013198
0	128	3	100	19000	0.013234
112	128	3	100	1000	0.013253
30	128	3	100	6000	0.013268
16	128	3	100	25000	0.013305
0	128	3	100	110000	0.013402
48	128	3	100	8000	0.013412
0	128	3	100	1000	0.013412
48	128	3	100	27000	0.013422
48	128	3	100	2000	0.013442
32	128	3	100	34000	0.01345
48	128	3	100	713000	0.013484
30	128	3	100	4000	0.013495
0	128	3	100	10000	0.013496
0	128	3	100	63000	0.013558
112	128	3	100	21000	0.01357
112	128	3	100	31000	0.013591
16	128	3	100	11000	0.013595
32	128	3	100	1000	0.0136
30	128	3	100	2000	0.01361
64	128	3	100	12000	0.013623
14	128	3	100	1000	0.013631
112	128	3	100	6000	0.013643
112	128	3	100	8000	0.01365
46	128	3	100	4000	0.01367
112	128	3	100	15000	0.013673
64	128	3	100	8000	0.01369
48	128	3	100	3000	0.013699
16	128	3	100	9000	0.013708
14	128	3	100	3000	0.013713
64	128	3	100	8000	0.013732
64	128	3	100	27000	0.013762
14	128	3	100	4000	0.013765
32	128	3	100	18000	0.013785
14	128	3	100	10000	0.013793
32	128	3	100	5000	0.013806
16	128	3	100	30000	0.01382
64	128	3	100	4000	0.013857
14	128	3	100	1000	0.013857
16	128	3	100	4000	0.013877
16	128	3	100	6000	0.013878
30	128	3	100	3000	0.013892
46	128	3	100	11000	0.013937
32	128	3	100	4000	0.013966
112	128	3	100	9000	0.013979
46	128	3	100	2000	0.013999
46	128	3	100	8000	0.014005
16	128	3	100	11000	0.014024
30	128	3	100	6000	0.014033
14	128	3	100	4000	0.014039
46	128	3	100	6000	0.014057
32	128	3	100	3000	0.014083
112	128	3	100	8000	0.014106
48	128	3	100	6000	0.014144
16	128	3	100	6000	0.014155
48	128	3	100	6000	0.014186
64	128	3	100	3000	0.014193
14	128	3	100	7000	0.014196
30	128	3	100	3000	0.014197
16	128	3	100	5000	0.014199
30	128	3	100	8000	0.014224
64	128	3	100	3000	0.014232
30	128	3	100	2000	0.014244
112	128	3	100	2000	0.014245
30	128	3	100	10000	0.014281
0	128	3	100	1000	0.014284
14	128	3	100	327000	0.014295
32	128	3	100	4000	0.014297
112	128	3	100	4000	0.014318
48	128	3	100	8000	0.01432
0	128	3	100	1000	0.014327
16	128	3	100	3000	0.014337
48	128	3	100	12000	0.014341
64	128	3	100	7000	0.014386
0	128	3	100	11000	0.01441
0	128	3	100	150000	0.014414
30	128	3	100	30000	0.014456
30	128	3	100	9000	0.014467
32	128	3	100	5000	0.014468
16	128	3	100	5000	0.014485
48	128	3	100	15000	0.014488
46	128	3	100	15000	0.014511
64	128	3	100	10000	0.014512
32	128	3	100	7000	0.01452
14	128	3	100	123000	0.014581
64	128	3	100	28000	0.014599
46	128	3	100	6000	0.014616
62	128	3	100	1000	0.014628
48	128	3	100	4000	0.014669
48	128	3	100	20000	0.014684
16	128	3	100	4000	0.014688
0	128	3	100	10000	0.014695
48	128	3	100	12000	0.014718
30	128	3	100	12000	0.014722
62	128	3	100	16000	0.014729
64	128	3	100	2000	0.01475
30	128	3	100	5000	0.014788
14	128	3	100	77000	0.014797
0	128	3	100	3000	0.014804
112	128	3	100	3000	0.01481
32	128	3	100	1000	0.014831
64	128	3	100	16000	0.014866
0	128	3	100	25000	0.014868
48	128	3	100	27000	0.014904
48	128	3	100	25000	0.014904
14	128	3	100	168000	0.014923
48	128	3	100	3000	0.01493
46	128	3	100	11000	0.01496
14	128	3	100	2000	0.014993
48	128	3	100	33000	0.015002
48	128	3	100	24000	0.015048
64	128	3	100	2000	0.01505
0	128	3	100	3000	0.015062
48	128	3	100	1000	0.015071
14	128	3	100	16000	0.015076
0	128	3	100	18000	0.015082
112	128	3	100	11000	0.015083
16	128	3	100	10000	0.015112
32	128	3	100	36000	0.01516
64	128	3	100	34000	0.015165
48	128	3	100	9000	0.015167
30	128	3	100	9000	0.015191
16	128	3	100	2000	0.015192
0	128	3	100	7000	0.015197
32	128	3	100	20000	0.015203
16	128	3	100	4000	0.015205
30	128	3	100	2000	0.015208
32	128	3	100	1000	0.015211
112	128	3	100	3000	0.015277
0	128	3	100	7000	0.015284
0	128	3	100	6000	0.015325
48	128	3	100	17000	0.01535
46	128	3	100	9000	0.015376
0	128	3	100	13000	0.015401
46	128	3	100	11000	0.015422
14	128	3	100	226000	0.015422
48	128	3	100	6000	0.015443
16	128	3	100	17000	0.015468
32	128	3	100	10000	0.015491
32	128	3	100	20000	0.015493
0	128	3	100	12000	0.015496
0	128	3	100	4000	0.0155
32	128	3	100	31000	0.015509
30	128	3	100	4000	0.015523
112	128	3	100	7000	0.015524
14	128	3	100	3000	0.015534
32	128	3	100	8000	0.015542
14	128	3	100	15000	0.015569
48	128	3	100	8000	0.015584
46	128	3	100	1000	0.015603
14	128	3	100	10000	0.015605
64	128	3	100	17000	0.015623
30	128	3	100	6000	0.015643
32	128	3	100	4000	0.015648
112	128	3	100	12000	0.01565
16	128	3	100	6000	0.015668
0	128	3	100	345000	0.015673
32	128	3	100	1000	0.015677
112	128	3	100	1000	0.015678
0	128	3	100	14000	0.015681
16	128	3	100	1000	0.015683
48	128	3	100	2000	0.015684
48	128	3	100	12000	0.015707
30	128	3	100	16000	0.015707
